시도,군구,관광지,내/외국인,총계(2019.05 ~ 2019.06),2019년,2019년 05월,2019년 06월
,,,,,인원계,,
충청남도,보령시,개화예술공원,내국인,"75,331","75,331","47,184","28,147"
충청남도,보령시,개화예술공원,합계,"75,331","75,331","47,184","28,147"
충청남도,보령시,냉풍욕장,내국인,"2,888","2,888",,"2,888"
충청남도,보령시,냉풍욕장,합계,"2,888","2,888",,"2,888"
충청남도,보령시,대천연안 여객선 터미널,내국인,"26,613","26,613","13,993","12,620"
충청남도,보령시,대천연안 여객선 터미널,외국인,0,0,0,0
충청남도,보령시,대천연안 여객선 터미널,합계,"26,613","26,613","13,993","12,620"
충청남도,보령시,보령머드박물관,내국인,"6,678","6,678","2,985","3,693"
충청남도,보령시,보령머드박물관,합계,"6,678","6,678","2,985","3,693"
충청남도,보령시,보령문화의전당,내국인,"8,384","8,384","4,294","4,090"
충청남도,보령시,보령문화의전당,외국인,18,18,15,3
충청남도,보령시,보령문화의전당,합계,"8,402","8,402","4,309","4,093"
충청남도,보령시,보령석탄박물관,내국인,0,0,0,0
충청남도,보령시,보령석탄박물관,외국인,0,0,0,0
충청남도,보령시,보령석탄박물관,합계,0,0,0,0
충청남도,보령시,성주산 자연휴양림,내국인,"35,174","35,174","16,138","19,036"
충청남도,보령시,성주산 자연휴양림,합계,"35,174","35,174","16,138","19,036"
충청남도,보령시,스카이바이크,내국인,"24,093","24,093","11,288","12,805"
충청남도,보령시,스카이바이크,외국인,"1,614","1,614","1,074",540
충청남도,보령시,스카이바이크,합계,"25,707","25,707","12,362","13,345"
충청남도,보령시,오서산자연휴양림,내국인,"9,429","9,429","5,578","3,851"
충청남도,보령시,오서산자연휴양림,외국인,3,3,0,3
충청남도,보령시,오서산자연휴양림,합계,"9,432","9,432","5,578","3,854"
충청남도,보령시,웨스토피아,내국인,"14,868","14,868","7,464","7,404"
충청남도,보령시,웨스토피아,외국인,27,27,18,9
충청남도,보령시,웨스토피아,합계,"14,895","14,895","7,482","7,413"
충청남도,보령시,짚트랙코리아(주),내국인,"33,035","33,035","15,502","17,533"
충청남도,보령시,짚트랙코리아(주),외국인,"5,828","5,828","2,735","3,093"
충청남도,보령시,짚트랙코리아(주),합계,"38,863","38,863","18,237","20,626"
충청남도,아산시,공세리성당,내국인,"15,695","15,695","8,744","6,951"
충청남도,아산시,공세리성당,합계,"15,695","15,695","8,744","6,951"
충청남도,아산시,광덕산(강당계곡),내국인,"14,315","14,315","5,929","8,386"
충청남도,아산시,광덕산(강당계곡),합계,"14,315","14,315","5,929","8,386"
충청남도,아산시,도고컨트리클럽,내국인,"19,869","19,869","10,074","9,795"
충청남도,아산시,도고컨트리클럽,합계,"19,869","19,869","10,074","9,795"
충청남도,아산시,세계꽃식물원,내국인,"33,919","33,919","24,856","9,063"
충청남도,아산시,세계꽃식물원,외국인,351,351,197,154
충청남도,아산시,세계꽃식물원,합계,"34,270","34,270","25,053","9,217"
충청남도,아산시,신정호국민관광지,내국인,"61,644","61,644","29,872","31,772"
충청남도,아산시,신정호국민관광지,합계,"61,644","61,644","29,872","31,772"
충청남도,아산시,아산레일바이크,내국인,"8,960","8,960","5,574","3,386"
충청남도,아산시,아산레일바이크,외국인,60,60,35,25
충청남도,아산시,아산레일바이크,합계,"9,020","9,020","5,609","3,411"
충청남도,아산시,아산스파비스,내국인,"46,217","46,217","17,065","29,152"
충청남도,아산시,아산스파비스,합계,"46,217","46,217","17,065","29,152"
충청남도,아산시,아산외암마을,내국인,"55,591","55,591","30,910","24,681"
충청남도,아산시,아산외암마을,외국인,"1,129","1,129",793,336
충청남도,아산시,아산외암마을,합계,"56,720","56,720","31,703","25,017"
충청남도,아산시,아산코미디홀,내국인,529,529,202,327
충청남도,아산시,아산코미디홀,합계,529,529,202,327
충청남도,아산시,에스지아름다운C.C,내국인,"21,746","21,746","11,054","10,692"
충청남도,아산시,에스지아름다운C.C,합계,"21,746","21,746","11,054","10,692"
충청남도,아산시,영인산자연휴양림,내국인,"67,348","67,348","38,594","28,754"
충청남도,아산시,영인산자연휴양림,외국인,196,196,94,102
충청남도,아산시,영인산자연휴양림,합계,"67,544","67,544","38,688","28,856"
충청남도,아산시,온양관광호텔(온천탕),내국인,"54,140","54,140","29,223","24,917"
충청남도,아산시,온양관광호텔(온천탕),합계,"54,140","54,140","29,223","24,917"
충청남도,아산시,온양그랜드호텔(온천탕),내국인,"2,120","2,120","1,322",798
충청남도,아산시,온양그랜드호텔(온천탕),합계,"2,120","2,120","1,322",798
충청남도,아산시,온양민속박물관,내국인,"7,095","7,095","4,400","2,695"
충청남도,아산시,온양민속박물관,외국인,174,174,143,31
충청남도,아산시,온양민속박물관,합계,"7,269","7,269","4,543","2,726"
충청남도,아산시,이순신빙상장,내국인,"11,116","11,116","5,446","5,670"
충청남도,아산시,이순신빙상장,합계,"11,116","11,116","5,446","5,670"
충청남도,아산시,천년의 숲길(봉곡사),내국인,"10,852","10,852","6,742","4,110"
충청남도,아산시,천년의 숲길(봉곡사),합계,"10,852","10,852","6,742","4,110"
충청남도,아산시,파라다이스스파도고,내국인,"71,281","71,281","28,903","42,378"
충청남도,아산시,파라다이스스파도고,외국인,111,111,39,72
충청남도,아산시,파라다이스스파도고,합계,"71,392","71,392","28,942","42,450"
충청남도,아산시,피나클랜드,내국인,"25,496","25,496","16,906","8,590"
충청남도,아산시,피나클랜드,외국인,143,143,98,45
충청남도,아산시,피나클랜드,합계,"25,639","25,639","17,004","8,635"
충청남도,아산시,현충사,내국인,"56,418","56,418","32,903","23,515"
충청남도,아산시,현충사,합계,"56,418","56,418","32,903","23,515"
충청남도,아산시,환경과학공원,내국인,"82,063","82,063","44,469","37,594"
충청남도,아산시,환경과학공원,합계,"82,063","82,063","44,469","37,594"
충청남도,서산시,서산류방택천문기상과학관,내국인,"11,127","11,127","7,904","3,223"
충청남도,서산시,서산류방택천문기상과학관,외국인,0,0,0,0
충청남도,서산시,서산류방택천문기상과학관,합계,"11,127","11,127","7,904","3,223"
충청남도,서산시,서산버드랜드,내국인,"21,711","21,711","11,886","9,825"
충청남도,서산시,서산버드랜드,외국인,0,0,0,0
충청남도,서산시,서산버드랜드,합계,"21,711","21,711","11,886","9,825"
충청남도,서산시,용현자연휴양림,내국인,"15,777","15,777","9,165","6,612"
충청남도,서산시,용현자연휴양림,외국인,0,0,0,0
충청남도,서산시,용현자연휴양림,합계,"15,777","15,777","9,165","6,612"
충청남도,서산시,해미읍성,내국인,"267,346","267,346","149,411","117,935"
충청남도,서산시,해미읍성,합계,"267,346","267,346","149,411","117,935"
충청남도,논산시,관촉사,내국인,"16,560","16,560","8,498","8,062"
충청남도,논산시,관촉사,외국인,40,40,22,18
충청남도,논산시,관촉사,합계,"16,600","16,600","8,520","8,080"
충청남도,논산시,논산 명재 고택,내국인,"5,978","5,978","2,961","3,017"
충청남도,논산시,논산 명재 고택,외국인,111,111,48,63
충청남도,논산시,논산 명재 고택,합계,"6,089","6,089","3,009","3,080"
충청남도,논산시,대둔산,내국인,"103,229","103,229","77,693","25,536"
충청남도,논산시,대둔산,합계,"103,229","103,229","77,693","25,536"
충청남도,논산시,백제군사박물관,내국인,"33,074","33,074","20,691","12,383"
충청남도,논산시,백제군사박물관,합계,"33,074","33,074","20,691","12,383"
충청남도,논산시,선샤인랜드,내국인,"58,814","58,814","33,983","24,831"
충청남도,논산시,선샤인랜드,합계,"58,814","58,814","33,983","24,831"
충청남도,계룡시,나라사랑 계룡대 견학,내국인,"2,542","2,542","1,270","1,272"
충청남도,계룡시,나라사랑 계룡대 견학,외국인,0,0,0,0
충청남도,계룡시,나라사랑 계룡대 견학,합계,"2,542","2,542","1,270","1,272"
충청남도,당진시,기지시줄다리기박물관,내국인,"11,314","11,314","6,028","5,286"
충청남도,당진시,기지시줄다리기박물관,합계,"11,314","11,314","6,028","5,286"
충청남도,당진시,난지섬관광지,내국인,"11,607","11,607","5,376","6,231"
충청남도,당진시,난지섬관광지,외국인,0,0,0,0
충청남도,당진시,난지섬관광지,합계,"11,607","11,607","5,376","6,231"
충청남도,당진시,당진 월드아트 서커스 공연장,내국인,"11,366","11,366","6,867","4,499"
충청남도,당진시,당진 월드아트 서커스 공연장,외국인,0,0,0,0
충청남도,당진시,당진 월드아트 서커스 공연장,합계,"11,366","11,366","6,867","4,499"
충청남도,당진시,아미미술관,내국인,"30,955","30,955","16,135","14,820"
충청남도,당진시,아미미술관,합계,"30,955","30,955","16,135","14,820"
충청남도,당진시,합덕수리민속박물관,내국인,"8,503","8,503","3,676","4,827"
충청남도,당진시,합덕수리민속박물관,합계,"8,503","8,503","3,676","4,827"
충청남도,금산군,개삼터공원,내국인,"2,145","2,145","1,293",852
충청남도,금산군,개삼터공원,합계,"2,145","2,145","1,293",852
충청남도,금산군,금산 보석사,내국인,"13,131","13,131","7,500","5,631"
충청남도,금산군,금산 보석사,합계,"13,131","13,131","7,500","5,631"
충청남도,금산군,금산산림문화타운 ,내국인,"13,619","13,619","6,069","7,550"
충청남도,금산군,금산산림문화타운 ,외국인,0,0,0,0
충청남도,금산군,금산산림문화타운 ,합계,"13,619","13,619","6,069","7,550"
충청남도,금산군,금산역사문화박물관,내국인,"5,077","5,077","2,797","2,280"
충청남도,금산군,금산역사문화박물관,합계,"5,077","5,077","2,797","2,280"
충청남도,금산군,금산인삼관,내국인,"3,248","3,248","1,699","1,549"
충청남도,금산군,금산인삼관,외국인,526,526,100,426
충청남도,금산군,금산인삼관,합계,"3,774","3,774","1,799","1,975"
충청남도,금산군,에딘버러(구대둔)컨트리클럽,내국인,"13,870","13,870","7,068","6,802"
충청남도,금산군,에딘버러(구대둔)컨트리클럽,외국인,0,0,0,0
충청남도,금산군,에딘버러(구대둔)컨트리클럽,합계,"13,870","13,870","7,068","6,802"
충청남도,금산군,칠백의총,내국인,"11,809","11,809","6,549","5,260"
충청남도,금산군,칠백의총,외국인,35,35,30,5
충청남도,금산군,칠백의총,합계,"11,844","11,844","6,579","5,265"
충청남도,부여군,국립부여박물관,내국인,"131,573","131,573","59,371","72,202"
충청남도,부여군,국립부여박물관,외국인,"1,028","1,028",703,325
충청남도,부여군,국립부여박물관,합계,"132,601","132,601","60,074","72,527"
충청남도,부여군,굿뜨래웰빙마을 글램핑,내국인,"1,127","1,127",555,572
충청남도,부여군,굿뜨래웰빙마을 글램핑,합계,"1,127","1,127",555,572
충청남도,부여군,능산리고분군(왕릉),내국인,"8,048","8,048","4,669","3,379"
충청남도,부여군,능산리고분군(왕릉),외국인,129,129,68,61
충청남도,부여군,능산리고분군(왕릉),합계,"8,177","8,177","4,737","3,440"
충청남도,부여군,롯데리조트(아쿠아가든),내국인,"19,397","19,397","9,620","9,777"
충청남도,부여군,롯데리조트(아쿠아가든),외국인,0,0,0,0
충청남도,부여군,롯데리조트(아쿠아가든),합계,"19,397","19,397","9,620","9,777"
충청남도,부여군,롯데스카이힐부여C.C,내국인,"19,410","19,410","9,726","9,684"
충청남도,부여군,롯데스카이힐부여C.C,외국인,1,1,0,1
충청남도,부여군,롯데스카이힐부여C.C,합계,"19,411","19,411","9,726","9,685"
충청남도,부여군,만수산자연휴양림,내국인,"2,558","2,558","1,167","1,391"
충청남도,부여군,만수산자연휴양림,외국인,0,0,0,0
충청남도,부여군,만수산자연휴양림,합계,"2,558","2,558","1,167","1,391"
충청남도,부여군,무량사,내국인,"30,789","30,789","25,683","5,106"
충청남도,부여군,무량사,외국인,10,10,0,10
충청남도,부여군,무량사,합계,"30,799","30,799","25,683","5,116"
충청남도,부여군,백제문화단지,내국인,"85,612","85,612","52,156","33,456"
충청남도,부여군,백제문화단지,외국인,69,69,33,36
충청남도,부여군,백제문화단지,합계,"85,681","85,681","52,189","33,492"
충청남도,부여군,백제보 금강문화관,내국인,"23,674","23,674","11,847","11,827"
충청남도,부여군,백제보 금강문화관,합계,"23,674","23,674","11,847","11,827"
충청남도,부여군,백제컨트리클럽,내국인,"28,877","28,877","13,977","14,900"
충청남도,부여군,백제컨트리클럽,합계,"28,877","28,877","13,977","14,900"
충청남도,부여군,부소산성,내국인,"100,107","100,107","58,603","41,504"
충청남도,부여군,부소산성,외국인,808,808,484,324
충청남도,부여군,부소산성,합계,"100,915","100,915","59,087","41,828"
충청남도,부여군,부여 생활사박물관,내국인,"2,510","2,510","1,115","1,395"
충청남도,부여군,부여 생활사박물관,합계,"2,510","2,510","1,115","1,395"
충청남도,부여군,부여 청소년수련원,내국인,"6,065","6,065","3,248","2,817"
충청남도,부여군,부여 청소년수련원,합계,"6,065","6,065","3,248","2,817"
충청남도,부여군,부여유람선선착장,내국인,"31,871","31,871","17,591","14,280"
충청남도,부여군,부여유람선선착장,합계,"31,871","31,871","17,591","14,280"
충청남도,부여군,사비도성 가상체험관,내국인,"3,734","3,734","1,990","1,744"
충청남도,부여군,사비도성 가상체험관,외국인,0,0,0,0
충청남도,부여군,사비도성 가상체험관,합계,"3,734","3,734","1,990","1,744"
충청남도,부여군,서동요테마파크,내국인,"4,524","4,524","2,255","2,269"
충청남도,부여군,서동요테마파크,외국인,0,0,0,0
충청남도,부여군,서동요테마파크,합계,"4,524","4,524","2,255","2,269"
충청남도,부여군,신동엽문학관,내국인,"11,738","11,738","7,169","4,569"
충청남도,부여군,신동엽문학관,합계,"11,738","11,738","7,169","4,569"
충청남도,부여군,인삼박물관,내국인,820,820,385,435
충청남도,부여군,인삼박물관,외국인,84,84,57,27
충청남도,부여군,인삼박물관,합계,904,904,442,462
충청남도,부여군,정림사지,내국인,"29,835","29,835","17,258","12,577"
충청남도,부여군,정림사지,외국인,"1,135","1,135",641,494
충청남도,부여군,정림사지,합계,"30,970","30,970","17,899","13,071"
충청남도,부여군,홍산동헌,내국인,655,655,343,312
충청남도,부여군,홍산동헌,합계,655,655,343,312
충청남도,서천군,국립생태원,내국인,"179,116","179,116","114,608","64,508"
충청남도,서천군,국립생태원,외국인,0,0,0,0
충청남도,서천군,국립생태원,합계,"179,116","179,116","114,608","64,508"
충청남도,서천군,국립해양생물자원관,내국인,"44,079","44,079","23,631","20,448"
충청남도,서천군,국립해양생물자원관,합계,"44,079","44,079","23,631","20,448"
충청남도,서천군,마량리동백나무숲,내국인,"14,168","14,168","9,727","4,441"
충청남도,서천군,마량리동백나무숲,외국인,0,0,0,0
충청남도,서천군,마량리동백나무숲,합계,"14,168","14,168","9,727","4,441"
충청남도,서천군,장항 스카이워크,내국인,"76,603","76,603","38,466","38,137"
충청남도,서천군,장항 스카이워크,합계,"76,603","76,603","38,466","38,137"
충청남도,서천군,조류생태전시관,내국인,"7,302","7,302","4,061","3,241"
충청남도,서천군,조류생태전시관,외국인,0,0,0,0
충청남도,서천군,조류생태전시관,합계,"7,302","7,302","4,061","3,241"
충청남도,서천군,한국최초 성경전래지 기념관,내국인,"12,496","12,496","7,900","4,596"
충청남도,서천군,한국최초 성경전래지 기념관,합계,"12,496","12,496","7,900","4,596"
충청남도,서천군,한산모시관,내국인,"355,579","355,579","3,527","352,052"
충청남도,서천군,한산모시관,외국인,337,337,21,316
충청남도,서천군,한산모시관,합계,"355,916","355,916","3,548","352,368"
충청남도,서천군,희리산자연휴양림,내국인,"10,515","10,515","2,394","8,121"
충청남도,서천군,희리산자연휴양림,외국인,0,0,0,0
충청남도,서천군,희리산자연휴양림,합계,"10,515","10,515","2,394","8,121"
충청남도,청양군,고운식물원,내국인,"16,108","16,108","12,035","4,073"
충청남도,청양군,고운식물원,외국인,0,0,0,0
충청남도,청양군,고운식물원,합계,"16,108","16,108","12,035","4,073"
충청남도,청양군,다락골 줄무덤,내국인,"6,978","6,978","3,907","3,071"
충청남도,청양군,다락골 줄무덤,합계,"6,978","6,978","3,907","3,071"
충청남도,청양군,모덕사,내국인,"3,471","3,471","2,070","1,401"
충청남도,청양군,모덕사,합계,"3,471","3,471","2,070","1,401"
충청남도,청양군,목재문화자연사체험관,내국인,"8,577","8,577","4,131","4,446"
충청남도,청양군,목재문화자연사체험관,합계,"8,577","8,577","4,131","4,446"
충청남도,청양군,백제문화체험박물관,내국인,"6,480","6,480","3,658","2,822"
충청남도,청양군,백제문화체험박물관,합계,"6,480","6,480","3,658","2,822"
충청남도,청양군,알프스마을(도농교류센터),내국인,"67,657","67,657","33,858","33,799"
충청남도,청양군,알프스마을(도농교류센터),외국인,163,163,77,86
충청남도,청양군,알프스마을(도농교류센터),합계,"67,820","67,820","33,935","33,885"
충청남도,청양군,장곡사,내국인,"29,101","29,101","16,310","12,791"
충청남도,청양군,장곡사,합계,"29,101","29,101","16,310","12,791"
충청남도,청양군,천장호 출렁다리,내국인,"79,679","79,679","44,770","34,909"
충청남도,청양군,천장호 출렁다리,합계,"79,679","79,679","44,770","34,909"
충청남도,청양군,청양 군포시 청소년수련원,내국인,"5,526","5,526","2,725","2,801"
충청남도,청양군,청양 군포시 청소년수련원,외국인,0,0,0,0
충청남도,청양군,청양 군포시 청소년수련원,합계,"5,526","5,526","2,725","2,801"
충청남도,청양군,청양 숭의 청소년수련원,내국인,"7,999","7,999","4,834","3,165"
충청남도,청양군,청양 숭의 청소년수련원,외국인,0,0,0,0
충청남도,청양군,청양 숭의 청소년수련원,합계,"7,999","7,999","4,834","3,165"
충청남도,청양군,청양고추문화마을,내국인,"1,631","1,631",829,802
충청남도,청양군,청양고추문화마을,외국인,0,0,0,0
충청남도,청양군,청양고추문화마을,합계,"1,631","1,631",829,802
충청남도,청양군,청양동강리오토캠핑장,내국인,"1,735","1,735",990,745
충청남도,청양군,청양동강리오토캠핑장,외국인,0,0,0,0
충청남도,청양군,청양동강리오토캠핑장,합계,"1,735","1,735",990,745
충청남도,청양군,청양칠갑산오토캠핑장,내국인,"5,132","5,132","2,520","2,612"
충청남도,청양군,청양칠갑산오토캠핑장,외국인,0,0,0,0
충청남도,청양군,청양칠갑산오토캠핑장,합계,"5,132","5,132","2,520","2,612"
충청남도,청양군,칠갑산도립공원(산장로),내국인,"13,051","13,051","6,383","6,668"
충청남도,청양군,칠갑산도립공원(산장로),합계,"13,051","13,051","6,383","6,668"
충청남도,청양군,칠갑산자연휴양림,내국인,"3,589","3,589","1,910","1,679"
충청남도,청양군,칠갑산자연휴양림,외국인,0,0,0,0
충청남도,청양군,칠갑산자연휴양림,합계,"3,589","3,589","1,910","1,679"
충청남도,청양군,칠갑산천문대,내국인,"2,966","2,966","1,957","1,009"
충청남도,청양군,칠갑산천문대,외국인,0,0,0,0
충청남도,청양군,칠갑산천문대,합계,"2,966","2,966","1,957","1,009"
충청남도,홍성군,거북이마을,내국인,"2,122","2,122","1,189",933
충청남도,홍성군,거북이마을,외국인,0,0,0,0
충청남도,홍성군,거북이마을,합계,"2,122","2,122","1,189",933
충청남도,홍성군,고암 이응노 생가기념관,내국인,"4,259","4,259","2,945","1,314"
충청남도,홍성군,고암 이응노 생가기념관,합계,"4,259","4,259","2,945","1,314"
충청남도,홍성군,그림이 있는 정원,내국인,"7,269","7,269","5,003","2,266"
충청남도,홍성군,그림이 있는 정원,외국인,39,39,28,11
충청남도,홍성군,그림이 있는 정원,합계,"7,308","7,308","5,031","2,277"
충청남도,홍성군,김좌진장군생가,내국인,"10,741","10,741","6,605","4,136"
충청남도,홍성군,김좌진장군생가,합계,"10,741","10,741","6,605","4,136"
충청남도,홍성군,문당환경농업마을,내국인,680,680,419,261
충청남도,홍성군,문당환경농업마을,외국인,0,0,0,0
충청남도,홍성군,문당환경농업마을,합계,680,680,419,261
충청남도,홍성군,식기박물관,내국인,"3,999","3,999","1,931","2,068"
충청남도,홍성군,식기박물관,외국인,0,0,0,0
충청남도,홍성군,식기박물관,합계,"3,999","3,999","1,931","2,068"
충청남도,홍성군,오서산(상당주차장입구),내국인,"3,460","3,460","2,152","1,308"
충청남도,홍성군,오서산(상당주차장입구),합계,"3,460","3,460","2,152","1,308"
충청남도,홍성군,용봉산 (용봉초 매표소),내국인,"3,011","3,011","1,601","1,410"
충청남도,홍성군,용봉산 (용봉초 매표소),외국인,0,0,0,0
충청남도,홍성군,용봉산 (용봉초 매표소),합계,"3,011","3,011","1,601","1,410"
충청남도,홍성군,용봉산(구룡대 매표소),내국인,"5,766","5,766","2,764","3,002"
충청남도,홍성군,용봉산(구룡대 매표소),외국인,0,0,0,0
충청남도,홍성군,용봉산(구룡대 매표소),합계,"5,766","5,766","2,764","3,002"
충청남도,홍성군,용봉산(산림휴양관 매표소),내국인,"2,469","2,469","1,302","1,167"
충청남도,홍성군,용봉산(산림휴양관 매표소),외국인,0,0,0,0
충청남도,홍성군,용봉산(산림휴양관 매표소),합계,"2,469","2,469","1,302","1,167"
충청남도,홍성군,조류탐사과학관,내국인,"4,895","4,895","2,273","2,622"
충청남도,홍성군,조류탐사과학관,외국인,0,0,0,0
충청남도,홍성군,조류탐사과학관,합계,"4,895","4,895","2,273","2,622"
충청남도,홍성군,죽도,내국인,"24,907","24,907","15,302","9,605"
충청남도,홍성군,죽도,합계,"24,907","24,907","15,302","9,605"
충청남도,홍성군,한용운선생생가,내국인,"9,569","9,569","5,295","4,274"
충청남도,홍성군,한용운선생생가,합계,"9,569","9,569","5,295","4,274"
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),내국인,"17,072","17,072","8,310","8,762"
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),외국인,"1,896","1,896",923,973
충청남도,홍성군,홍성온천관광호텔부대시설(온천이용객),합계,"18,968","18,968","9,233","9,735"
충청남도,홍성군,홍주성역사관,내국인,"8,737","8,737","5,417","3,320"
충청남도,홍성군,홍주성역사관,외국인,0,0,0,0
충청남도,홍성군,홍주성역사관,합계,"8,737","8,737","5,417","3,320"
충청남도,예산군,가야산,내국인,"23,559","23,559","12,016","11,543"
충청남도,예산군,가야산,합계,"23,559","23,559","12,016","11,543"
충청남도,예산군,대흥슬로시티,내국인,467,467,231,236
충청남도,예산군,대흥슬로시티,외국인,0,0,0,0
충청남도,예산군,대흥슬로시티,합계,467,467,231,236
충청남도,예산군,봉수산자연휴양림,내국인,"7,707","7,707","4,123","3,584"
충청남도,예산군,봉수산자연휴양림,외국인,0,0,0,0
충청남도,예산군,봉수산자연휴양림,합계,"7,707","7,707","4,123","3,584"
